dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,mlp,krum,label_flip,0.2,0.5,4,0.336,2.036281311035156,0.253865997442421,1,1,0.5,0.125,0.0,3.102200000000721,4070800,214.64000000000283,2026
mnist,mlp,krum,label_flip,0.2,0.5,5,0.432,1.944287353515625,0.36102762486210854,1,1,0.5,0.125,0.0,3.1435999999978037,4070800,221.12389999999849,2026
mnist,mlp,krum,label_flip,0.2,0.5,6,0.532,1.8491466674804689,0.45003054770206247,1,1,0.5,0.125,0.0,3.2080999999983817,4070800,207.28890000000177,2026
mnist,mlp,krum,label_flip,0.2,0.5,7,0.589,1.7501059265136718,0.49586572123926176,1,1,0.5,0.125,0.0,3.179200000001714,4070800,224.15189999999896,2026
mnist,mlp,krum,label_flip,0.2,0.5,8,0.6,1.655874267578125,0.5059320331892536,1,1,0.5,0.125,0.0,3.195000000001613,4070800,213.9655999999981,2026
mnist,mlp,krum,label_flip,0.2,0.5,9,0.638,1.5643606872558593,0.541370787318556,1,1,0.5,0.125,0.0,3.5330000000008965,4070800,219.64909999999804,2026
mnist,mlp,krum,label_flip,0.2,0.5,10,0.645,1.4814649658203125,0.5475879504916812,1,1,0.5,0.125,0.0,3.5501999999993927,4070800,219.56869999999995,2026
mnist,mlp,krum,sign_flip,0.0,0.5,1,0.181,2.2305480346679687,0.1058082494087899,0,0,0.0,0.0,0.0,3.288099999998906,4070800,216.26919999999927,2026
mnist,mlp,krum,sign_flip,0.0,0.5,2,0.361,2.130976318359375,0.30766290774456945,0,0,0.0,0.0,0.0,3.1976999999976385,4070800,215.99780000000024,2026
mnist,mlp,krum,sign_flip,0.0,0.5,3,0.601,2.0152457275390625,0.5528135571631732,0,0,0.0,0.0,0.0,3.1817000000025075,4070800,209.07809999999927,2026
mnist,mlp,krum,sign_flip,0.0,0.5,4,0.719,1.8863336486816407,0.6729138940828536,0,0,0.0,0.0,0.0,3.2732000000024186,4070800,218.40219999999988,2026
mnist,mlp,krum,sign_flip,0.0,0.5,5,0.754,1.7491260375976563,0.7084001498712383,0,0,0.0,0.0,0.0,3.189499999997736,4070800,215.05559999999946,2026
mnist,mlp,krum,sign_flip,0.0,0.5,6,0.759,1.61107470703125,0.7166795569267582,0,0,0.0,0.0,0.0,3.182999999999936,4070800,212.12759999999875,2026
