dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,7,0.103,1172431496628142.0,0.018676337262012694,0,0,0.0,0.0,0.0,0.2988999999615771,4234640,477.24890000006326,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,8,0.103,,0.018676337262012694,0,0,0.0,0.0,0.0,0.2605999999332198,4234640,437.3858000000155,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,9,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.27260000001660956,4234640,425.83779999995386,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,10,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.35190000005513866,4234640,441.2849999999935,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,11,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.3697000000784101,4234640,416.98750000000473,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,12,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.3486000000521017,4234640,423.3510000000251,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,13,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.3080000000181826,4234640,400.66650000005666,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,14,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.26939999997921404,4234640,432.4586000000181,2180,32,600,0,0,0
mnist,tiny_cnn,fedavg,sign_flip,0.5,0.5,15,0.089,,0.016345270890725436,0,0,0.0,0.0,0.0,0.3157999999530148,4234640,450.74269999997796,2180,32,600,0,0,0
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,1,0.121,2.294559326171875,0.035807769062978605,5,0,1.0,0.0,19.939200000067103,4.400499999974272,4239760,436.05200000001787,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,2,0.164,2.287727111816406,0.06806431397125064,5,0,1.0,0.0,18.31419999996342,3.9590000000089276,4239760,449.23930000004475,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,3,0.236,2.279815979003906,0.16510280441732056,5,0,1.0,0.0,19.002000000000407,3.790699999967728,4239760,451.18590000004133,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,4,0.146,2.2511260375976563,0.07414174972314508,5,0,1.0,0.0,19.19410000004973,4.688699999974233,4239760,452.0258999999669,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,5,0.299,2.1794879760742187,0.21166198226888788,5,0,1.0,0.0,20.174799999949755,3.9097000000083426,4239760,446.48259999996753,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,6,0.456,2.05144384765625,0.40918704522776483,5,0,1.0,0.0,19.11629999995057,3.513499999939995,4239760,453.4856000000218,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,7,0.465,1.9126280517578125,0.4071178829744662,5,0,1.0,0.0,18.430100000045968,4.737999999974818,4239760,452.19220000001314,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,8,0.518,1.7762186584472657,0.47501184849836753,5,0,1.0,0.0,19.414100000062717,3.5454000000072483,4239760,449.471800000083,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,9,0.525,1.636794921875,0.48563688421448575,5,0,1.0,0.0,19.691899999997986,4.287599999997838,4239760,460.9659999999849,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,10,0.569,1.4844323120117187,0.5072341186028089,5,0,1.0,0.0,21.32419999998092,4.751000000055683,4239760,442.82160000000204,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,11,0.588,1.3204693298339845,0.5459181056869782,5,0,1.0,0.0,18.328099999962433,4.625000000032742,4239760,465.2935999999954,2180,32,600,46800,69120,1440
