dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,pp_srsf,label_flip,0.2,0.5,16,0.131,2.212826141357422,0.06937002563064885,0,2,0.0,0.25,19.455099999998282,12.131000000000114,4239760,465.98029999999824,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip,0.2,0.5,17,0.342,2.1225311889648437,0.2463300149514775,1,1,0.5,0.125,18.13939999999903,10.626099999999639,4239760,471.45339999999794,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip,0.2,0.5,18,0.36,2.050977935791016,0.27657595102785965,1,1,0.5,0.125,19.044300000000902,9.18839999999932,4239760,470.8728000000022,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip,0.2,0.5,19,0.203,2.017775634765625,0.16652870140013978,1,1,0.5,0.125,20.83369999999718,11.437000000000808,4239760,490.4861999999994,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip,0.2,0.5,20,0.473,1.8637185668945313,0.4060773203784075,1,1,0.5,0.125,19.919900000001434,10.828699999997582,4239760,460.5048000000025,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,1,0.095,2.303731262207031,0.017351598173515982,1,1,0.5,0.125,20.379299999998324,11.266200000001447,4239760,802.708899999999,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,2,0.099,2.3032265625,0.028879551820728287,0,2,0.0,0.25,21.243499999997084,10.590100000001712,4239760,812.1815999999989,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,3,0.124,2.3028678588867186,0.044412510566356714,0,2,0.0,0.25,19.53680000000091,10.748500000001826,4239760,794.8377000000022,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,4,0.119,2.302807189941406,0.0412720067563178,0,2,0.0,0.25,21.074299999998658,12.03609999999955,4239760,799.9291,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,5,0.131,2.3032559814453126,0.060831498507699644,0,2,0.0,0.25,20.915799999997375,13.198799999997846,4239760,819.2298000000022,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,6,0.167,2.304996337890625,0.05680272108843537,0,2,0.0,0.25,20.2832000000015,12.116600000002364,4239760,806.8127999999995,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,7,0.097,2.3094277954101563,0.017684594348222425,0,2,0.0,0.25,20.111099999997606,11.761100000001079,4239760,795.0987000000005,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,8,0.097,2.31535498046875,0.017684594348222425,0,2,0.0,0.25,18.848399999999543,9.398899999997212,4239760,804.2651999999997,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,9,0.132,2.3161099853515625,0.057548125633232014,0,2,0.0,0.25,18.441100000000432,10.074399999997041,4239760,802.4927999999995,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,10,0.147,2.314908447265625,0.06727626106484326,0,2,0.0,0.25,17.967099999999903,12.095500000000925,4239760,816.9845000000003,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,11,0.1,2.3261359252929688,0.01818181818181818,0,2,0.0,0.25,21.109599999999062,11.921700000002033,4239760,816.3634999999978,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,12,0.1,2.31550341796875,0.019230769230769232,0,2,0.0,0.25,19.56880000000183,10.48940000000087,4239760,796.7319999999986,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,13,0.1,2.291880798339844,0.01818181818181818,0,2,0.0,0.25,19.38159999999911,10.193000000001007,4239760,805.1115000000025,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,14,0.12,2.2621716918945314,0.05092531083579677,0,2,0.0,0.25,20.226399999998534,11.580000000002144,4239760,803.3208000000016,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,15,0.1,2.2502227783203126,0.01818181818181818,0,2,0.0,0.25,19.96510000000029,11.984300000001724,4239760,816.1620999999997,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,16,0.32,2.219757568359375,0.219129699971245,0,2,0.0,0.25,19.321699999998998,10.978700000002561,4239760,808.6579,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,17,0.283,2.1488369445800783,0.22966896445650611,1,1,0.5,0.125,21.092000000002997,11.066100000000745,4239760,813.3006999999992,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,18,0.344,2.096156005859375,0.2337549313262949,1,1,0.5,0.125,18.90639999999877,10.384399999999516,4239760,809.0210999999954,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,19,0.405,2.051908752441406,0.3370489197984109,0,2,0.0,0.25,18.754899999997576,11.200399999999888,4239760,817.6841000000011,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,label_flip,0.2,0.5,20,0.593,1.924571807861328,0.5596142911595571,1,1,0.5,0.125,20.47420000000244,9.821099999996363,4239760,809.6795000000014,2131,32,600,46800,69120,1440
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,1,0.096,2.3039544067382813,0.019347247800286474,2,0,1.0,0.0,0.0,9.913700000005576,16938560,718.5969000000014,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,2,0.095,2.3050700073242187,0.017351598173515982,0,2,0.0,0.25,0.0,12.193299999999851,16938560,730.3291999999999,2131,32,600,0,0,0
