dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
fake_mnist,mlp,pp_srsf_trust,label_flip_all_to_one,0.2,0.5,1,0.07,2.3156082153320314,0.03890598420980289,1,0,1.0,0.0,8.98500000000002,2.2639000000008735,2036680,1583.8465000000003,7
fake_mnist,mlp,pp_srsf_trust,label_flip_all_to_one,0.2,0.5,2,0.095,2.3164764404296876,0.033412698412698415,1,0,1.0,0.0,8.534299999999995,1.9249000000005623,2036680,1606.1383999999998,7
