dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,tiny_cnn,fedavg,sign_flip,0.3,0.5,6,0.104,84.90601171875,0.01884057971014493,0,0,0.0,0.0,0.0,0.3341999999975087,4234640,387.183499999999,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,1,0.165,2.2934873657226564,0.0817269467739502,0,0,0.0,0.0,0.0,0.2518999999985283,4234640,389.08220000000074,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,2,0.264,2.27788671875,0.13678440409747292,0,0,0.0,0.0,0.0,0.421800000001582,4234640,392.9465999999984,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,3,0.308,2.254702880859375,0.17549245405637923,0,0,0.0,0.0,0.0,0.2798000000012735,4234640,396.50299999999913,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,4,0.221,2.2199959106445313,0.11607377400344547,0,0,0.0,0.0,0.0,0.27550000000076125,4234640,392.47349999999767,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,5,0.388,2.161958435058594,0.24124513350720425,0,0,0.0,0.0,0.0,0.2595999999996934,4234640,382.3606000000019,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.0,0.5,6,0.485,2.078711669921875,0.3804260749213449,0,0,0.0,0.0,0.0,0.27210000000010837,4234640,392.4569999999967,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,1,0.096,3.4164814453125,0.01756633119853614,0,0,0.0,0.0,0.0,0.3017999999990195,4234640,398.03960000000063,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,2,0.116,3.6691367797851564,0.06031862028432304,0,0,0.0,0.0,0.0,0.302999999998832,4234640,396.39999999999986,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,3,0.177,3.1428582153320312,0.13002588085430375,0,0,0.0,0.0,0.0,0.29270000000281016,4234640,385.559200000003,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,4,0.126,5.9064931640625,0.06040059494479209,0,0,0.0,0.0,0.0,0.4666000000028703,4234640,382.9976999999971,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,5,0.116,5.406903564453125,0.06521091140039693,0,0,0.0,0.0,0.0,0.2694999999981462,4234640,394.8754000000001,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.1,0.5,6,0.18,4.6455830078125,0.11202233959864136,0,0,0.0,0.0,0.0,0.3375000000005457,4234640,392.05600000000015,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,1,0.089,5.020756591796875,0.03316805199015647,0,0,0.0,0.0,0.0,0.3208000000007871,4234640,394.88710000000185,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,2,0.099,18.11222900390625,0.031831897222135815,0,0,0.0,0.0,0.0,0.3163000000014904,4234640,380.72090000000003,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,3,0.109,12.74398095703125,0.048550509156542174,0,0,0.0,0.0,0.0,0.3000999999969167,4234640,376.5304999999977,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,4,0.079,12.731701416015625,0.04561359317650154,0,0,0.0,0.0,0.0,0.3965999999984149,4234640,386.9383000000006,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,5,0.089,8.8404111328125,0.0737501074667494,0,0,0.0,0.0,0.0,0.2744000000021174,4234640,375.31979999999976,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.2,0.5,6,0.076,17.29452685546875,0.03862943932041736,0,0,0.0,0.0,0.0,0.3071999999981756,4234640,382.24890000000045,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,1,0.092,11.659271728515625,0.017116279069767443,0,0,0.0,0.0,0.0,0.306699999999438,4234640,390.1953999999996,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,2,0.12,29.63148046875,0.056472669153187105,0,0,0.0,0.0,0.0,0.267499999999643,4234640,391.77270000000067,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,3,0.085,37.0836708984375,0.03556617118852454,0,0,0.0,0.0,0.0,0.2648999999976809,4234640,374.42950000000155,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,4,0.123,22.85229052734375,0.08270257191667585,0,0,0.0,0.0,0.0,0.28740000000127,4234640,385.57580000000155,2027
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,5,0.141,33.0085439453125,0.10031493446384984,0,0,0.0,0.0,0.0,0.28290000000197324,4234640,373.23669999999964,2027
